participant_id,gender,ethnicity,country,age,age_prolific,age_diff,global_check,attention_check1_numeric,attention_check2_numeric,attention_check1,attention_check2,attention_check3,self_exclude,bot_check,completeness_check,age_check,completion_time_check,completion_time,desirability_poop,desirability_chocolate,classic_poop,classic_chocolate,original_poop,original_chocolate,classic_poop_pos_neg,classic_poop_pleasant_unpleasant,classic_poop_good_bad,classic_chocolate_pos_neg,classic_chocolate_pleasant_unpleasant,classic_chocolate_good_bad,original_poop_like,original_poop_attention_capturing,original_poop_unusual,original_poop_figure_out,original_poop_positive,original_poop_fixtated,original_poop_look_away,original_poop_focused,original_poop_negative,original_poop_disgusting,original_poop_appealing,original_poop_eye_catching,original_poop_attractive,original_poop_avoid_looking,original_chocolate_like,original_chocolate_attention_capturing,original_chocolate_unusual,original_chocolate_figure_out,original_chocolate_positive,original_chocolate_fixtated,original_chocolate_look_away,original_chocolate_focused,original_chocolate_negative,original_chocolate_disgusting,original_chocolate_appealing,original_chocolate_eye_catching,original_chocolate_attractive,original_chocolate_avoid_looking,pedophile,love,murder,vacation,racist,shrewd,honest,dishonest,mcdonalds,burgerking,conservatives,liberals,girls_skirts,boys_skirts,cats_legs,fish_legs
80d18,female,White,United Kingdom,43,43,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,391,1,5,2.3333333333333335,5.333333333333333,2.7857142857142856,5,2,2,3,5,5,6,1,6,4,1,1,1,1,2,6,7,1,6,1,1,5,5,3,4,5,3,6,4,7,7,5,5,5,6,1,7,1,7,1,6,7,1,2,2,2,4,3,1,7,1
cc338,female,White,United Kingdom,41,41,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,195,1,6,1,6.666666666666667,1.5,4.785714285714286,1,1,1,7,7,6,1,1,4,1,1,1,1,1,1,1,1,5,1,1,5,3,1,4,5,4,7,3,7,7,5,5,4,7,1,5,1,7,1,4,7,2,3,5,6,4,6,1,7,1
ca471,male,White,United Kingdom,27,27,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,287,1,6,2,7,2.7142857142857144,5.928571428571429,1,1,4,7,7,7,1,6,5,1,4,2,2,5,4,2,1,2,1,2,6,7,1,4,6,5,7,6,6,7,7,7,7,7,1,7,1,7,1,3,7,2,4,4,3,5,5,1,7,1
65dc7,female,White,United Kingdom,28,28,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,666,1,7,1,7,2.2857142857142856,5.214285714285714,1,1,1,7,7,7,1,6,6,3,1,1,1,2,1,1,1,5,2,1,7,7,2,2,6,3,7,2,7,7,6,5,5,7,1,7,1,7,1,6,7,2,3,3,2,5,5,3,7,1
78675,female,White,United Kingdom,37,37,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,595,1,6,2.3333333333333335,6,3.142857142857143,4.214285714285714,2,1,4,6,7,5,1,5,6,3,2,5,4,4,2,1,1,5,1,4,5,3,1,1,4,2,7,2,7,7,6,4,3,7,1,6,1,7,1,4,6,2,5,5,2,2,6,2,7,1
2cf2d,female,White,United Kingdom,34,34,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,301,1,7,2.6666666666666665,7,2.5,5.357142857142857,3,1,4,7,7,7,2,5,3,2,5,1,1,3,3,3,1,3,1,2,6,6,2,2,6,3,7,5,7,7,7,5,5,7,1,6,1,7,1,2,6,2,3,3,4,4,2,2,7,1
57908,male,White,United Kingdom,46,46,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,255,2,3,2,2.6666666666666665,1.7142857142857142,2.142857142857143,2,2,2,3,4,1,1,5,4,1,1,1,1,1,1,2,1,3,1,1,2,2,1,2,2,1,1,1,2,7,4,2,2,1,1,7,1,7,2,3,5,3,2,3,1,1,4,2,1,1
ba36c,male,White,United Kingdom,35,35,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,160,1,7,2,6.666666666666667,2.142857142857143,5.642857142857143,1,1,4,7,7,6,1,1,3,2,2,1,2,2,6,3,2,2,1,2,7,6,2,3,6,5,6,5,7,7,6,6,6,7,1,7,1,7,1,3,6,2,5,6,2,5,6,2,7,1
ca2b3,female,White,United Kingdom,37,37,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,195,1,7,1,7,1.7857142857142858,6.071428571428571,1,1,1,7,7,7,1,4,7,1,1,1,1,2,2,1,1,1,1,1,7,7,1,4,7,7,7,7,7,7,7,5,5,7,1,7,1,7,1,6,7,1,3,3,1,7,4,4,7,1
b7065,female,White,United Kingdom,33,33,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,161,1,7,1,7,1,4.928571428571429,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,5,1,7,1,7,7,7,5,6,7,1,7,1,7,1,4,7,1,5,5,1,1,6,2,7,1
12af1,female,White,United Kingdom,34,34,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,217,1,7,1,7,3.357142857142857,6.571428571428571,1,1,1,7,7,7,1,7,7,4,1,7,1,7,1,1,1,7,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,3,5,3,7,6,5,5,5,1,7,1
cde33,male,White,United Kingdom,38,38,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,258,1,7,1.3333333333333333,6.666666666666667,1.8571428571428572,4.571428571428571,1,1,2,7,7,6,2,6,1,2,1,1,1,2,4,1,1,2,1,1,7,3,1,1,6,3,4,4,5,7,7,5,6,5,1,7,1,7,1,6,6,2,3,3,2,5,5,3,7,1
042ad,male,White,United States,51,51,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,235,5,7,3.3333333333333335,7,3.0714285714285716,5.857142857142857,3,3,4,7,7,7,3,6,2,2,3,2,3,2,3,5,2,6,2,2,6,6,5,6,6,5,7,5,6,6,6,6,6,6,1,7,2,7,2,5,6,2,5,5,3,5,6,2,7,1
06f35,female,White,United Kingdom,54,54,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,525,4,7,4.666666666666667,5.666666666666667,3.142857142857143,5.357142857142857,5,4,5,7,7,3,4,2,1,1,5,2,7,2,7,4,1,1,1,6,7,7,4,1,7,4,7,4,6,7,6,4,4,7,1,7,1,7,1,1,7,1,4,4,3,5,5,2,6,1
88196,female,White,United States,51,51,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,209,1,6,3.3333333333333335,6,2.7857142857142856,4.714285714285714,4,2,4,6,6,6,3,4,1,1,3,2,4,3,4,4,2,2,1,5,5,3,2,2,5,4,6,5,6,7,5,4,5,7,1,6,2,7,1,5,6,3,5,5,1,7,5,4,7,1
89a0d,male,White,United Kingdom,22,22,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,228,1,7,1,7,1.8571428571428572,6.142857142857143,1,1,1,7,7,7,1,6,6,1,1,1,1,1,1,1,1,3,1,1,7,7,1,7,7,5,7,5,7,7,7,6,6,7,1,7,1,7,1,2,6,1,2,4,1,6,4,3,6,1
c72d1,female,Black,United Kingdom,29,29,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,243,1,7,1,7,1.8571428571428572,6.571428571428571,1,1,1,7,7,7,1,7,7,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,4,7,1,7,6,2,6,7,1,7,1
fcfb0,male,Mixed,United Kingdom,37,37,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,994,1,7,2.6666666666666665,6.666666666666667,1.2857142857142858,6.142857142857143,2,2,4,7,7,6,1,2,2,1,1,1,1,1,1,3,1,1,1,1,7,6,1,6,7,6,7,6,7,7,7,6,6,7,1,7,1,7,1,4,6,2,4,4,2,5,6,2,7,1
c54fd,male,White,United Kingdom,53,53,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,485,1,6,3.3333333333333335,6,3.4285714285714284,5.071428571428571,4,2,4,6,6,6,1,7,2,2,3,5,3,5,7,3,1,5,1,3,6,5,3,4,5,3,7,4,7,7,5,4,5,6,1,7,1,6,1,6,7,2,4,4,1,5,5,3,6,1
91269,male,Black,United Kingdom,41,41,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,722,1,7,1.3333333333333333,7,1.4285714285714286,6.071428571428571,1,1,2,7,7,7,2,1,3,2,1,3,1,1,1,1,1,1,1,1,7,6,1,6,7,3,6,7,7,7,7,7,7,7,6,6,2,2,1,1,1,2,1,1,5,6,6,1,6,1
d5b8c,male,White,United Kingdom,51,51,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,147,1,6,2.6666666666666665,6,1.5714285714285714,5.142857142857143,2,2,4,6,6,6,1,1,1,1,1,1,4,1,2,2,1,1,1,4,6,4,2,4,6,2,7,3,7,7,6,5,6,7,1,7,1,6,1,5,6,1,2,5,1,7,4,1,7,1
0baa9,female,White,United Kingdom,36,36,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,267,1,5,1.3333333333333333,6.666666666666667,1.6428571428571428,4.642857142857143,1,1,2,7,6,7,1,3,2,3,1,1,2,1,2,1,1,2,1,2,6,5,1,3,5,2,3,4,7,7,5,5,5,7,1,7,1,7,1,3,5,1,5,5,3,6,6,3,7,1
23620,female,White,United Kingdom,49,49,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,286,1,7,3,7,1,5.928571428571429,4,1,4,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,4,7,7,7,7,7,7,7,7,7,1,7,1,7,1,4,7,1,4,4,1,7,7,1,7,1
c023a,female,White,United Kingdom,56,56,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,322,1,5,2,6.333333333333333,1.7857142857142858,3.2142857142857144,1,1,4,7,6,6,1,7,5,1,1,1,1,2,1,1,1,1,1,1,5,4,1,1,4,1,4,1,7,7,4,4,1,1,1,6,1,7,1,6,7,2,2,2,3,4,2,2,6,2
3ca9e,female,White,United Kingdom,45,45,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,270,1,7,1.3333333333333333,6.666666666666667,2.5714285714285716,5.642857142857143,1,1,2,7,7,6,1,4,2,3,2,2,2,3,3,3,2,5,2,2,6,5,2,5,6,6,6,5,7,7,6,5,6,7,1,7,1,7,1,6,6,2,4,4,3,5,3,2,7,1
50bd9,male,White,United Kingdom,22,22,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,211,3,6,3.3333333333333335,6.333333333333333,3.142857142857143,5.071428571428571,4,2,4,6,7,6,1,7,2,4,4,5,2,3,6,3,2,1,1,3,6,5,2,4,6,2,6,4,7,7,6,5,4,7,1,6,2,7,2,4,5,2,3,3,3,5,6,3,7,1
3333a,female,White,United States,29,29,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,867,1,7,1,7,1.4285714285714286,5.714285714285714,1,1,1,7,7,7,1,3,4,1,1,1,1,1,2,1,1,1,1,1,6,6,1,4,6,5,7,6,7,7,6,6,6,7,1,6,1,7,1,1,7,1,5,5,6,4,6,2,7,1
a4ee7,female,White,United Kingdom,54,54,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,257,1,7,3,7,1.6428571428571428,5.714285714285714,3,2,4,7,7,7,1,4,1,1,1,1,1,2,4,3,1,1,1,1,7,5,1,5,7,5,7,5,7,7,7,5,5,7,1,7,1,7,1,4,7,1,6,6,2,2,5,2,7,1
84b3b,male,Black,United States,28,28,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,475,2,7,3.6666666666666665,6.333333333333333,3.2857142857142856,5.428571428571429,4,3,4,7,7,5,2,5,5,6,4,3,3,3,4,3,1,2,2,3,5,5,1,7,5,5,7,5,7,7,5,5,5,7,1,7,1,6,1,2,7,1,5,5,5,5,6,2,7,1
8d6eb,female,White,United States,61,61,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,462,1,7,1,7,1.6428571428571428,6.142857142857143,1,1,1,7,7,7,1,4,7,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,4,7,4,7,7,7,7,7,7,1,7,1,7,1,4,7,1,5,5,4,4,5,3,7,1
3f98a,female,White,United Kingdom,35,35,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,205,1,7,1,7,2.2857142857142856,6.285714285714286,1,1,1,7,7,7,1,7,7,4,1,1,1,1,1,1,1,4,1,1,7,5,3,7,7,7,7,6,7,7,6,6,6,7,1,7,1,7,1,4,7,1,6,6,1,1,5,3,7,1
d84e0,female,White,United Kingdom,40,40,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,300,1,7,1,7,2.142857142857143,5.785714285714286,1,1,1,7,7,7,1,7,7,1,1,3,1,3,1,1,1,1,1,1,7,5,2,2,7,5,6,5,7,7,7,7,7,7,1,7,1,7,1,6,7,1,3,3,2,2,4,2,7,1
25a58,female,Mixed,United States,36,36,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,270,1,6,3,5.333333333333333,2.0714285714285716,4.785714285714286,4,1,4,4,6,6,1,5,2,2,2,2,1,2,4,1,1,4,1,1,6,4,2,4,5,3,7,2,7,7,5,4,4,7,1,6,1,7,1,4,4,2,4,4,4,4,5,3,6,2
39c80,male,White,United Kingdom,27,27,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,358,1,5,3.6666666666666665,7,1.7857142857142858,5.714285714285714,4,3,4,7,7,7,1,2,1,1,1,1,3,1,7,2,1,2,1,1,7,7,1,7,5,3,7,5,7,7,6,6,5,7,1,5,1,7,1,5,7,2,5,5,4,4,5,3,7,1
05ab1,male,White,United Kingdom,41,41,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,518,1,7,1,7,1.4285714285714286,6.214285714285714,1,1,1,7,7,7,1,1,1,1,1,1,7,1,1,1,1,1,1,1,7,7,5,7,7,7,1,6,7,7,7,7,5,7,1,5,1,5,1,5,6,3,6,7,4,3,7,1,7,1
c03d6,female,Mixed,United Kingdom,63,63,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,231,3,7,2,7,3,6.214285714285714,2,2,2,7,7,7,2,6,1,2,2,1,6,1,5,3,3,5,2,3,7,6,2,6,6,6,7,6,7,7,7,6,7,7,1,6,1,6,1,5,6,1,5,5,1,2,6,2,7,1
e689f,female,Black,United States,29,29,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,315,1,7,3,5.333333333333333,1.5714285714285714,5.785714285714286,4,1,4,5,6,5,1,1,1,1,4,1,1,1,4,3,1,1,1,1,6,7,1,6,4,5,7,6,4,7,7,7,7,7,1,7,1,7,1,7,7,1,2,2,1,4,5,2,7,1
4b034,female,White,United Kingdom,58,58,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,309,2,7,2,7,2.9285714285714284,6.428571428571429,2,2,2,7,7,7,1,5,1,1,3,5,3,5,5,3,1,5,1,2,7,7,1,6,7,6,7,7,7,7,7,7,7,7,1,7,1,7,1,3,7,2,5,5,3,3,4,2,7,1
1c49e,female,White,United Kingdom,24,24,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,205,1,7,1.3333333333333333,6.333333333333333,1.4285714285714286,5.142857142857143,1,1,2,6,7,6,1,2,3,1,1,1,2,1,2,2,1,1,1,1,6,6,1,1,6,4,7,4,7,7,6,5,5,7,1,7,1,7,1,4,6,2,5,5,4,4,5,2,7,1
1dff6,female,Asian,United Kingdom,38,38,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,186,1,7,1,7,1,5.571428571428571,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,4,6,5,7,6,7,7,6,5,6,7,1,7,1,7,1,4,7,1,3,5,1,7,6,5,7,1
869b9,female,White,United Kingdom,21,21,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,1793,1,4,1,4.333333333333333,2.7142857142857144,3.7857142857142856,1,1,1,4,5,4,1,1,1,1,1,1,7,1,7,7,1,1,1,7,4,4,4,4,4,1,4,4,7,7,1,1,1,7,1,7,1,4,1,1,6,1,5,3,1,1,7,1,7,1
c43e9,male,White,United Kingdom,46,46,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,272,1,6,1.3333333333333333,6.333333333333333,2.642857142857143,5,1,1,2,6,7,6,1,5,5,2,1,3,2,5,2,1,1,6,1,2,6,3,2,2,6,3,7,3,7,7,6,5,6,7,1,7,1,7,2,5,6,2,5,4,1,6,6,2,7,1
4b34f,male,Mixed,United States,31,31,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,228,1,5,1.3333333333333333,6.333333333333333,3.142857142857143,3.9285714285714284,2,1,1,7,6,6,4,5,3,5,5,3,3,2,5,1,1,2,2,3,5,4,3,4,2,4,4,3,4,5,5,5,3,4,1,7,1,6,1,3,7,1,5,7,5,3,7,1,5,1
68f40,female,White,United Kingdom,38,38,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,362,2,7,2,7,3.142857142857143,4.928571428571429,2,2,2,7,7,7,2,7,2,5,1,5,2,6,2,2,1,6,1,2,7,5,1,1,7,2,7,2,7,7,7,2,7,7,1,7,1,7,1,2,7,1,6,6,2,6,7,1,7,1
cba57,female,White,United Kingdom,62,62,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,212,1,6,2.3333333333333335,6.333333333333333,2.2857142857142856,5,2,1,4,7,6,6,1,3,4,1,1,1,2,3,7,3,1,3,1,1,5,3,2,2,5,3,7,5,7,7,5,6,6,7,1,7,1,7,1,6,7,1,2,2,5,5,2,1,7,1
16ca0,female,White,United Kingdom,70,70,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,216,1,7,1,7,2.142857142857143,6.428571428571429,1,1,1,7,7,7,1,7,3,1,1,5,1,5,1,1,1,1,1,1,7,6,1,6,7,7,7,7,7,7,7,7,7,7,1,6,1,7,1,7,7,1,5,4,4,4,7,1,7,1
495db,female,White,United Kingdom,50,50,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,450,1,7,1.3333333333333333,7,1,5.928571428571429,1,1,2,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,1,4,7,5,7,5,7,7,7,6,7,7,1,7,1,6,1,4,7,1,6,5,3,3,5,1,7,1
5405b,male,Mixed,United Kingdom,25,25,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,197,1,7,1,7,1.8571428571428572,5.714285714285714,1,1,1,7,7,7,1,3,3,2,2,1,6,2,1,1,1,1,1,1,5,6,2,6,7,7,2,5,7,7,6,7,6,7,1,6,1,5,1,5,6,2,5,5,2,2,7,1,1,1
107e7,male,White,United Kingdom,61,61,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,267,1,7,1,7,2,5.785714285714286,1,1,1,7,7,7,1,5,1,1,1,2,3,4,1,1,1,5,1,1,7,5,1,5,7,5,7,5,7,7,7,5,6,7,1,7,1,7,2,4,6,1,5,4,1,1,7,1,7,1
2c248,male,White,United Kingdom,60,60,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,561,1,5,1.3333333333333333,5,2.4285714285714284,4.785714285714286,1,2,1,5,5,5,1,7,2,1,1,1,1,1,5,5,1,5,1,2,5,5,2,4,5,3,5,3,6,7,5,5,5,7,1,6,2,7,4,6,6,3,5,4,2,2,5,1,7,1
4f9d9,female,White,United States,48,48,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,228,1,6,1,6.666666666666667,1.3571428571428572,5.357142857142857,1,1,1,6,7,7,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5,5,1,6,6,5,7,4,7,7,5,5,5,7,1,7,1,7,1,5,7,1,3,3,2,7,4,4,7,1
448dd,female,White,United Kingdom,42,42,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,288,1,7,1,7,1,6.642857142857143,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,3,7,7,6,7,7,7,7,7,7,7,7,1,7,1,7,1,1,7,1,6,6,2,1,7,1,7,1
8e073,female,White,United Kingdom,35,35,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,181,1,6,1.6666666666666667,6,1.4285714285714286,4.642857142857143,2,1,2,6,6,6,1,2,1,1,1,1,1,4,2,1,1,2,1,1,6,4,1,3,5,4,5,4,7,7,5,3,4,7,1,7,1,7,1,2,6,1,2,2,2,6,6,3,7,2
db430,female,White,United Kingdom,66,66,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,396,1,7,1,7,1.4285714285714286,6.785714285714286,1,1,1,7,7,7,1,1,4,1,1,1,1,1,4,1,1,1,1,1,7,7,4,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,7,7,1,5,5,1,4,5,2,7,1
bd418,male,White,United Kingdom,54,54,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,223,1,7,1,6.666666666666667,1.6428571428571428,5.928571428571429,1,1,1,7,7,6,1,2,2,2,2,2,1,2,1,1,2,2,2,1,6,6,6,6,6,6,6,5,6,6,6,6,6,6,1,6,1,6,1,4,6,2,6,6,2,4,5,2,6,1
d9f43,female,White,United Kingdom,54,54,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,330,1,7,1,7,2.5714285714285716,5.928571428571429,1,1,1,7,7,7,1,5,5,1,1,1,1,5,7,1,1,5,1,1,7,6,1,6,7,6,7,6,7,7,6,5,5,7,1,7,1,6,1,5,7,1,3,3,1,5,6,3,7,1
ab8cd,male,White,United Kingdom,63,63,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,238,1,6,1,6.333333333333333,2.7857142857142856,5.428571428571429,1,1,1,6,7,6,1,7,6,1,1,5,1,5,1,1,1,7,1,1,7,6,2,2,6,4,7,4,7,7,7,5,5,7,1,7,1,7,1,5,7,1,7,7,2,4,6,2,7,1
e1629,male,White,United Kingdom,40,40,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,189,1,7,3,7,2.2142857142857144,5.785714285714286,1,1,7,7,7,7,1,7,2,1,2,1,2,2,3,1,1,6,1,1,7,6,1,1,7,6,7,6,7,7,6,6,7,7,1,7,1,6,4,6,7,1,5,3,2,2,6,1,7,1
8cda1,female,White,United Kingdom,51,51,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,406,1,7,1.3333333333333333,7,1.9285714285714286,6.285714285714286,1,1,2,7,7,7,1,6,5,1,1,1,1,1,1,1,1,5,1,1,7,7,1,4,7,6,7,7,7,7,7,7,7,7,1,7,1,7,1,7,7,1,1,1,1,5,2,2,7,1
31043,male,White,United Kingdom,44,44,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,487,1,7,1,6.666666666666667,1.3571428571428572,6.071428571428571,1,1,1,7,6,7,1,2,3,1,1,1,1,1,3,1,1,1,1,1,5,6,3,4,6,7,7,7,6,7,7,6,7,7,1,7,1,7,1,4,6,2,6,6,4,4,5,2,7,1
71069,male,Asian,United Kingdom,51,52,-1,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,253,2,6,2.3333333333333335,6,3.5,5.714285714285714,2,1,4,6,7,5,2,6,4,5,3,5,3,5,2,2,2,4,4,2,6,3,6,6,5,5,7,5,7,7,7,4,5,7,1,5,2,7,1,4,5,3,2,3,1,6,7,1,7,1
35a11,male,White,United States,38,38,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,289,1,7,1,6,1.9285714285714286,5.357142857142857,1,1,1,6,6,6,1,2,4,1,1,2,1,4,1,2,1,4,1,2,7,4,1,6,7,4,7,4,7,7,6,4,4,7,1,5,1,6,1,4,6,2,5,5,2,2,4,3,6,1
fbc19,female,Black,United States,33,34,-1,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,544,1,7,1,7,1,6.071428571428571,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,5,7,5,7,7,6,6,6,7,1,7,1,7,1,6,6,2,6,6,6,5,6,2,7,1
37d0e,male,White,United Kingdom,32,32,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,377,1,7,3,7,2.357142857142857,5.928571428571429,4,1,4,7,7,7,1,3,6,1,2,5,2,5,2,1,1,2,1,1,7,5,1,5,7,5,7,6,7,7,7,6,6,7,1,7,1,7,1,3,7,2,7,6,1,7,5,3,7,1
53721,female,White,United Kingdom,57,57,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,454,1,7,1.3333333333333333,7,2.2857142857142856,6.142857142857143,1,1,2,7,7,7,1,7,4,1,1,1,1,4,1,1,1,7,1,1,7,7,1,7,7,7,7,7,7,7,1,7,7,7,1,7,1,7,1,4,7,1,4,4,4,4,4,4,6,1
2545c,male,Black,United Kingdom,21,21,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,355,1,7,3,6.333333333333333,2.7142857142857144,5.642857142857143,4,1,4,6,7,6,2,5,3,2,4,3,2,4,4,2,2,1,3,1,6,5,3,5,6,6,7,5,6,6,6,7,6,5,2,6,1,5,3,4,6,2,4,4,3,5,6,2,7,1
a512f,female,White,United Kingdom,40,40,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,299,1,7,1,7,1.5714285714285714,6.071428571428571,1,1,1,7,7,7,1,4,1,1,1,2,1,4,1,1,1,2,1,1,7,6,1,1,7,7,7,7,7,7,7,7,7,7,1,7,1,6,1,2,6,2,7,7,2,4,6,2,7,1
a203e,male,White,United Kingdom,53,53,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,421,1,5,2,4.666666666666667,1.6428571428571428,4.214285714285714,1,1,4,5,5,4,1,1,2,1,1,1,3,1,3,3,1,1,1,3,4,3,1,4,4,3,6,4,6,7,4,3,4,6,1,5,2,5,1,4,6,2,4,4,4,4,5,3,7,1
263ed,male,White,United Kingdom,45,45,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,257,1,7,3.3333333333333335,6.666666666666667,1.4285714285714286,5.785714285714286,4,2,4,6,7,7,1,2,2,2,2,1,1,2,2,1,1,1,1,1,7,5,3,4,6,5,7,5,7,7,7,5,6,7,1,7,1,7,1,4,7,1,5,3,2,6,4,3,7,1
19a72,male,White,United Kingdom,61,61,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,308,1,6,1.6666666666666667,6.666666666666667,2.0714285714285716,5.857142857142857,2,1,2,6,7,7,1,4,1,1,1,1,2,4,4,6,1,1,1,1,6,5,4,4,6,5,7,6,7,7,6,6,6,7,1,7,1,7,1,4,7,2,5,5,2,4,6,3,7,1
8d343,male,Black,United Kingdom,54,54,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,396,3,7,2,7,2.2142857142857144,6.142857142857143,1,1,4,7,7,7,1,7,6,1,1,1,1,7,1,1,1,1,1,1,7,7,1,7,7,7,1,7,7,7,7,7,7,7,1,7,1,7,1,4,7,1,7,7,7,7,7,1,7,1
62780,female,White,United Kingdom,38,38,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,200,1,7,4,7,1.5,6.214285714285714,4,4,4,7,7,7,1,1,1,1,1,1,1,1,4,4,1,1,1,2,7,7,4,2,7,6,7,5,7,7,7,7,7,7,1,6,1,7,1,2,6,3,4,4,4,4,5,2,7,1
ec50b,female,White,United Kingdom,43,43,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,210,2,7,2.3333333333333335,7,1.8571428571428572,5.285714285714286,2,2,3,7,7,7,1,5,3,2,1,1,1,2,2,2,1,3,1,1,7,5,1,1,6,4,7,5,7,7,6,5,6,7,1,7,1,6,1,5,7,1,3,3,4,4,6,2,7,1
