StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,age,gender,cp1,cp2,cp3,cc1,cc2,attention check 1 ,cc3,Q33,Q34,Q35,Q36,Q37,9cp1 ,9cp2,9cp3,9cc1,9cc2,attention check 1,9cc3,Q47,Q48,Q49,Q50,Q51,Q30,bot check,screen_width,screen_height,touch_points,pixel_ratio,platform,actualDevice,DeviceIdentifier,UserAgent,scale
15.12.2025 14:29,15.12.2025 14:31,100,126,TRUE,15.12.2025 14:31,R_22zqSOJz5bzrvqr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,752,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",
16.12.2025 05:13,16.12.2025 05:29,100,983,TRUE,16.12.2025 05:29,R_8VF7QfyPLN9LpqT,31,w,,,,,,,,,,,,,Neutral,Unpleasant,Neutral,Neutral,Pleasant,Very bad,Neutral,Very positive,Very negative,Very positive,Strongly agree,Neutral,"Yes, include my data",,1536,816,10,1.25,Win32,Tablet,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",9_point
16.12.2025 05:44,16.12.2025 06:04,100,1190,TRUE,16.12.2025 06:04,R_2PgLSPQVOW0iRLH,22,non-binary,Neutral,Very unpleasant,Neutral,Neutral,Pleasant,Very unpleasant,Neutral,Positive,Negative,Very positive,Agree,Neutral,,,,,,,,,,,,,"Yes, include my data",,1477,808,0,2,Linux x86_64,PC,,Mozilla/5.0 (X11; Linux x86_64; rv:145.0) Gecko/20100101 Firefox/145.0,5_point
16.12.2025 09:54,16.12.2025 10:18,100,1474,TRUE,16.12.2025 10:18,R_24l9GhDHRftIa8F,22,female,Negative,Unpleasant,Neutral,Very positive,Very pleasant,Very unpleasant,Very good,Very positive,Very negative,Very positive,Strongly agree,Neutral,,,,,,,,,,,,,"Yes, include my data",,1470,869,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",5_point
16.12.2025 15:04,16.12.2025 15:18,100,834,TRUE,16.12.2025 15:18,R_2NquWHo7b5bbBbq,19,female,,,,,,,,,,,,,Very negative,Very unpleasant,Very bad,Positive,Somewhat pleasant,Very bad,Good,Very positive,Very negative,Very positive,Strongly agree,Neutral,"Yes, include my data",,1180,820,5,2,MacIntel,Tablet,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",9_point
17.12.2025 06:48,17.12.2025 06:52,100,195,TRUE,17.12.2025 06:52,R_2LVy6JSVRsGyw9j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,672,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",
17.12.2025 06:59,17.12.2025 07:33,100,2056,TRUE,17.12.2025 07:33,R_2EIdYBhA7o6NvPz,22,female,,,,,,,,,,,,,Negative,Unpleasant,Bad,Somewhat positive,Pleasant,Very bad,Somewhat good,Very positive,Very negative,Very positive,Agree,Neutral,"Yes, include my data",,1440,869,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",9_point
17.12.2025 09:28,17.12.2025 09:28,100,9,TRUE,17.12.2025 09:28,R_8ES7E0oiNuRzXXV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,672,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",
16.12.2025 09:51,16.12.2025 09:54,10,136,FALSE,17.12.2025 09:54,R_8RxATYvBz2XBX11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,869,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",
17.12.2025 10:56,17.12.2025 11:00,100,260,TRUE,17.12.2025 11:00,R_2VrulaUwPAJs2Ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,752,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",
17.12.2025 13:15,17.12.2025 13:16,100,25,TRUE,17.12.2025 13:16,R_8KvVzg8LUz9Cviy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,752,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",
18.12.2025 01:26,18.12.2025 01:59,100,1930,TRUE,18.12.2025 01:59,R_8DYnB1nbNlidcPo,21,female,Very negative,Very unpleasant,Very bad,Very positive,Very pleasant,Very pleasant,Very good,Very positive,Very negative,Very positive,Agree,Neutral,,,,,,,,,,,,,"Yes, include my data",,1470,863,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",5_point
18.12.2025 04:13,18.12.2025 04:14,100,89,TRUE,18.12.2025 04:14,R_88H55DVCWljHexV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,672,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",
18.12.2025 07:54,18.12.2025 07:55,100,66,TRUE,18.12.2025 07:55,R_2NwhL6sZQ6UT1p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366,768,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",
18.12.2025 11:36,18.12.2025 12:33,100,3431,TRUE,18.12.2025 12:33,R_2aFQxbd61Mb4X8V,20,female,Neutral,Neutral,Good,Positive,Neutral,Very unpleasant,Very good,Very positive,Very negative,Very positive,Strongly agree,Agree,,,,,,,,,,,,,"Yes, include my data",,1536,976,10,1.5,Win32,Tablet,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",5_point
18.12.2025 13:51,18.12.2025 14:28,100,2223,TRUE,18.12.2025 14:28,R_2MoPRhi98CdpShD,21,female,,,,,,,,,,,,,Neutral,Very unpleasant,Neutral,Positive,Very pleasant,Very bad,Neutral,Very positive,Very negative,Very positive,Strongly agree,Neutral,"Yes, include my data",,1440,912,10,2,Win32,Tablet,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",9_point
